	chromosome	db	type	start	stop	strand	gene_type	gene_name
4032	22	HAVANA	gene	26138111	26427007	+	protein_coding	MYO18B
4034	22	HAVANA	gene	26565440	26779562	+	protein_coding	SEZ6L
4035	22	HAVANA	gene	26839389	26879803	-	protein_coding	HPS4
4036	22	HAVANA	gene	27068730	27176170	+	lincRNA	CTA-211A9.5
4038	22	HAVANA	gene	28247657	28316122	-	protein_coding	PITPNB
4039	22	HAVANA	gene	29663998	29696515	+	protein_coding	EWSR1
4040	22	HAVANA	gene	29708922	29715668	-	protein_coding	RASL10A
4041	22	HAVANA	gene	30773835	30817760	-	protein_coding	RNF215
4042	22	HAVANA	gene	30972612	31003070	-	protein_coding	PES1
4043	22	HAVANA	gene	31688485	31734007	+	antisense	RP3-400N23.6
4044	22	HAVANA	gene	31795509	31924726	+	protein_coding	DRG1
4045	22	HAVANA	gene	31832963	31892094	-	protein_coding	EIF4ENIF1
4046	22	HAVANA	gene	32783569	32808242	-	protein_coding	RTCB
4047	22	HAVANA	gene	33558212	34318829	-	protein_coding	LARGE
4049	22	HAVANA	gene	35695268	35743985	+	protein_coding	TOM1
4050	22	HAVANA	gene	36863083	36878077	-	protein_coding	TXN2
4051	22	HAVANA	gene	36906897	36925483	-	protein_coding	EIF3D
4052	22	HAVANA	gene	38348614	38437922	+	protein_coding	POLR2F
4053	22	HAVANA	gene	39063590	39077825	-	antisense	RP3-508I15.9
4054	22	HAVANA	gene	39130730	39190148	-	protein_coding	SUN2
4055	22	HAVANA	gene	39708887	39716394	-	protein_coding	RPL3
4056	22	HAVANA	gene	39895437	39914137	+	protein_coding	MIEF1
4057	22	HAVANA	gene	40742507	40786467	+	protein_coding	ADSL
4058	22	HAVANA	gene	40766595	40806293	+	protein_coding	SGSM3
4059	22	HAVANA	gene	42069934	42086508	-	protein_coding	NHP2L1
4060	22	HAVANA	gene	42307297	42310570	-	protein_coding	SHISA8
4061	22	HAVANA	gene	42348169	42354937	+	pseudogene	LINC00634
4062	22	HAVANA	gene	42905974	42915808	-	protein_coding	RRP7A
4063	22	HAVANA	gene	43013846	43045574	-	protein_coding	CYB5R3
4064	22	HAVANA	gene	43506754	43525718	+	protein_coding	BIK
4065	22	HAVANA	gene	45098113	45258586	+	protein_coding	PRR5-ARHGAP8
4066	22	HAVANA	gene	45098355	45258665	+	protein_coding	ARHGAP8
4067	22	HAVANA	gene	46692638	46726707	+	protein_coding	GTSE1
4068	22	HAVANA	gene	46756731	46933067	-	protein_coding	CELSR1
4069	22	HAVANA	gene	48885272	49246724	+	protein_coding	FAM19A5
4070	22	HAVANA	gene	50656118	50683421	-	protein_coding	TUBGCP6
4071	X	HAVANA	gene	5758678	6146904	-	protein_coding	NLGN4X
4073	X	HAVANA	gene	6966961	7066231	-	protein_coding	HDHD1
4074	X	HAVANA	gene	11129421	11141198	+	protein_coding	HCCS
4076	X	HAVANA	gene	12809474	12842341	+	protein_coding	PRPS2
4078	X	HAVANA	gene	13752832	13787480	+	protein_coding	OFD1
4079	X	HAVANA	gene	15298053	15333778	-	protein_coding	ASB11
4080	X	HAVANA	gene	16804550	16862642	+	protein_coding	TXLNG
4081	X	HAVANA	gene	17393543	17754114	+	protein_coding	NHS
4082	X	HAVANA	gene	17755588	17773105	+	protein_coding	SCML1
4083	X	HAVANA	gene	19362011	19379823	+	protein_coding	PDHA1
4084	X	HAVANA	gene	19552093	19905719	-	protein_coding	SH3KBP1
4085	X	HAVANA	gene	20168029	20285523	-	protein_coding	RPS6KA3
4087	X	HAVANA	gene	21724090	21776281	-	protein_coding	SMPX
4088	X	HAVANA	gene	21958691	22025798	+	protein_coding	SMS
4089	X	HAVANA	gene	23682379	23704516	+	protein_coding	PRDX4
4091	X	HAVANA	gene	30845559	30993201	-	protein_coding	TAB3
4092	X	HAVANA	gene	31115794	33357558	-	protein_coding	DMD
4094	X	HAVANA	gene	34224842	34433654	-	lincRNA	RP11-545D19.1
4096	X	HAVANA	gene	37208583	38546928	+	protein_coding	TM4SF2
4098	X	HAVANA	gene	38420623	38548169	+	protein_coding	TSPAN7
4099	X	HAVANA	gene	43625858	43741693	-	protein_coding	MAOB
4100	X	HAVANA	gene	45007619	45060146	-	protein_coding	CXorf36
4102	X	HAVANA	gene	47004268	47046212	+	protein_coding	RBM10
4103	X	HAVANA	gene	48432837	48437454	+	protein_coding	RBM3
4105	X	HAVANA	gene	49031151	49042845	-	protein_coding	PRICKLE3
4106	X	HAVANA	gene	50334647	50557302	-	protein_coding	SHROOM4
4107	X	HAVANA	gene	52541053	52546197	-	protein_coding	XAGE1E
4108	X	HAVANA	gene	55101496	55105342	+	protein_coding	PAGE2B
4109	X	HAVANA	gene	56258854	56314322	+	protein_coding	KLF8
4111	X	HAVANA	gene	56755692	56844813	+	processed_transcript	RP11-622K12.1
4113	X	HAVANA	gene	62854847	63005426	-	protein_coding	ARHGEF9
4115	X	HAVANA	gene	65241580	65259967	-	protein_coding	VSIG4
4116	X	HAVANA	gene	67262186	67653755	-	protein_coding	OPHN1
4118	X	HAVANA	gene	69353299	69386174	+	protein_coding	IGBP1
4119	X	HAVANA	gene	71401203	71522776	+	protein_coding	PIN4
4121	X	HAVANA	gene	71475529	71497150	-	protein_coding	RPS4X
4122	X	HAVANA	gene	72091859	72163653	-	protein_coding	DMRTC1
4123	X	HAVANA	gene	77320685	77384793	+	protein_coding	PGK1
4124	X	HAVANA	gene	77385245	77395203	-	protein_coding	TAF9B
4125	X	HAVANA	gene	79528830	79565669	-	pseudogene	RP11-217H19.1
4126	X	HAVANA	gene	79591003	79700810	+	protein_coding	FAM46D
4127	X	HAVANA	gene	84258832	84343069	+	protein_coding	APOOL
4128	X	HAVANA	gene	84347293	84364054	-	protein_coding	SATL1
4129	X	HAVANA	gene	91034260	91878229	+	protein_coding	PCDH11X
4130	X	HAVANA	gene	100604435	100641183	-	protein_coding	BTK
4131	X	HAVANA	gene	102752451	102755245	+	antisense	LL0XNC01-250H12.3
4132	X	HAVANA	gene	103343898	103401708	-	protein_coding	SLC25A53
4134	X	HAVANA	gene	105066536	105202602	+	protein_coding	NRK
4136	X	HAVANA	gene	106045910	106119375	+	protein_coding	TBC1D8B
4137	X	HAVANA	gene	106057101	106243474	-	protein_coding	MORC4
4140	X	HAVANA	gene	107334898	107397901	+	protein_coding	ATG4A
4142	X	HAVANA	gene	107683074	107940775	+	protein_coding	COL4A5
4144	X	HAVANA	gene	108867473	108976632	-	protein_coding	ACSL4
4146	X	HAVANA	gene	109245859	109425962	+	protein_coding	TMEM164
4148	X	HAVANA	gene	109437414	109683461	-	protein_coding	AMMECR1
4149	X	HAVANA	gene	109602044	109699562	+	protein_coding	RGAG1
4152	X	HAVANA	gene	110187513	110470589	+	protein_coding	PAK3
4154	X	HAVANA	gene	110909043	111003877	+	protein_coding	ALG13
4155	X	HAVANA	gene	110949877	110954329	-	antisense	ALG13-AS1
4156	X	HAVANA	gene	111017543	111326004	-	protein_coding	TRPC5
4157	X	HAVANA	gene	112859587	113181506	-	lincRNA	RP5-964N17.1
4158	X	HAVANA	gene	114345185	114468635	-	protein_coding	LRCH2
4160	X	HAVANA	gene	117480036	117583924	+	protein_coding	WDR44
4161	X	HAVANA	gene	119029800	119054679	+	protein_coding	AKAP14
4162	X	HAVANA	gene	119059014	119077735	-	protein_coding	NKAP
4163	X	HAVANA	gene	119392505	119445411	-	protein_coding	TMEM255A
4165	X	HAVANA	gene	119561682	119603220	-	protein_coding	LAMP2
4167	X	HAVANA	gene	123094062	123556514	+	protein_coding	STAG2
4169	X	HAVANA	gene	128580480	128657477	-	protein_coding	SMARCA1
4170	X	HAVANA	gene	130836678	130964671	-	lincRNA	RP11-453F18__B.1
4172	X	HAVANA	gene	131760044	132095423	-	protein_coding	HS6ST2
4174	X	HAVANA	gene	133507283	133562820	+	protein_coding	PHF6
4175	X	HAVANA	gene	133594183	133654543	+	protein_coding	HPRT1
4176	X	HAVANA	gene	133930819	133988640	+	protein_coding	FAM122C
4177	X	HAVANA	gene	134928331	134953994	-	protein_coding	CT45A4
4178	X	HAVANA	gene	135044229	135056222	-	protein_coding	MMGT1
4179	X	HAVANA	gene	135991554	136103789	+	processed_transcript	RP11-308D16.4
4180	X	HAVANA	gene	137713735	138304939	-	protein_coding	FGF13
4182	X	HAVANA	gene	139791932	139854844	+	protein_coding	LINC00632
4184	X	HAVANA	gene	146990949	146993335	-	processed_transcript	FMR1-AS1
4185	X	HAVANA	gene	146993469	147032645	+	protein_coding	FMR1
4186	X	HAVANA	gene	148558521	148615470	-	protein_coding	IDS
4187	X	HAVANA	gene	148564074	148615470	-	protein_coding	IDS
4188	X	HAVANA	gene	149861435	149933576	+	protein_coding	MTMR1
4189	X	HAVANA	gene	150884507	150891666	+	protein_coding	FATE1
4191	X	HAVANA	gene	152082986	152142024	+	protein_coding	ZNF185
4193	X	HAVANA	gene	152783134	152848397	+	protein_coding	ATP2B3
4195	X	HAVANA	gene	153424682	153445634	-	protein_coding	TEX28P2
4196	X	HAVANA	gene	153576892	153603006	-	protein_coding	FLNA
4197	X	HAVANA	gene	154064063	154255215	-	protein_coding	F8
